mp_norm,mp_name_works,state,total_sanctioned_amount,number_of_works,average_work_amount,maximum_work_amount,allocated_amt,allocated_amount,is_allocation_matched,utilization_percentage,remaining_amount,utilization_alert,fund_utilization_score
narendra modi,Shri Narendra Modi,Uttar Pradesh,37899937.0,88,430681.1022727273,1722918.0,162070276.11,162070276.11,True,23.384878405634744,124170339.11000001,NORMAL,15.0
naresh chandra uttam patel,NARESH CHANDRA UTTAM PATEL,Uttar Pradesh,39935251.0,37,1079331.1081081082,2442000.0,147000000.0,147000000.0,True,27.16683741496599,107064749.0,NORMAL,15.0
naveen jindal,NAVEEN JINDAL,Haryana,45327289.0,137,330856.12408759125,2500000.0,147000000.0,147000000.0,True,30.834890476190473,101672711.0,NORMAL,15.0
neeraj maurya,NEERAJ MAURYA,Uttar Pradesh,69875200.0,3,23291733.333333332,46470400.0,147000000.0,147000000.0,True,47.53414965986394,77124800.0,NORMAL,15.0
nilesh dnyandev lanke,NILESH DNYANDEV LANKE,Maharashtra,1000000.0,1,1000000.0,1000000.0,147000000.0,147000000.0,True,0.6802721088435374,146000000.0,NORMAL,15.0
nimuben jayantibhai bambhaniya,NIMUBEN JAYANTIBHAI BAMBHANIYA,Gujarat,24593147.0,34,723327.8529411765,2000000.0,147000000.0,147000000.0,True,16.730031972789117,122406853.0,NORMAL,15.0
nishikant dubey,Nishikant Dubey,Jharkhand,1785510.0,1,1785510.0,1785510.0,147000000.0,147000000.0,True,1.2146326530612244,145214490.0,NORMAL,15.0
nitin jairam gadkari,Nitin Jairam Gadkari,Maharashtra,18714993.0,14,1336785.2142857143,4996000.0,168195086.11,168195086.11,True,11.126955865857072,149480093.11,NORMAL,15.0
nityanand rai,Nityanand Rai,Bihar,11936139.0,34,351062.9117647059,1291400.0,147000000.0,147000000.0,True,8.11982244897959,135063861.0,NORMAL,15.0
nk premachandran,Shri NK Premachandran,Kerala,55977928.34,66,848150.4293939394,4740188.0,171477994.11,171477994.11,True,32.64438019031829,115500065.77000001,NORMAL,15.0
om birla,Om Birla,Rajasthan,19495169.0,25,779806.76,1500000.0,163906956.6,163906956.6,True,11.89404611274443,144411787.6,NORMAL,15.0
omprakash bhupalsinh alias pawan rajenimbalkar,Omprakash Bhupalsinh Alias Pawan Rajenimbalkar,Maharashtra,15126843.0,23,657688.8260869565,2499999.0,184758519.11,184758519.11,True,8.187358868683022,169631676.11,NORMAL,15.0
p c mohan,P C Mohan,Karnataka,4739506.0,1,4739506.0,4739506.0,159995711.11,159995711.11,True,2.962270655331193,155256205.11,NORMAL,15.0
pankaj chowdhary,Pankaj Chowdhary,Uttar Pradesh,48894284.0,23,2125838.434782609,2926872.0,147000000.0,147000000.0,True,33.26141768707483,98105716.0,NORMAL,15.0
parshottambhai rupala,PARSHOTTAMBHAI RUPALA,Gujarat,26565821.0,55,483014.92727272725,1286828.0,147000000.0,147000000.0,True,18.07198707482993,120434179.0,NORMAL,15.0
partha bhowmick,PARTHA BHOWMICK,West Bengal,49000000.0,5,9800000.0,20000000.0,147000000.0,147000000.0,True,33.33333333333333,98000000.0,NORMAL,15.0
parvatagouda chandanagouda gaddigoudar,Parvatagouda Chandanagouda Gaddigoudar,Karnataka,44890595.0,87,515983.8505747126,1000000.0,167541747.11,167541747.11,True,26.79367726213751,122651152.11000001,NORMAL,15.0
pathan yusuf,PATHAN YUSUF,West Bengal,18634631.0,79,235881.40506329114,2000000.0,147000000.0,147000000.0,True,12.676619727891156,128365369.0,NORMAL,15.0
phani bhusan choudhury,PHANI BHUSAN CHOUDHURY,Assam,19998000.0,19,1052526.3157894737,1998000.0,147000000.0,147000000.0,True,13.604081632653061,127002000.0,NORMAL,15.0
piyush vedprakash goyal,Piyush Vedprakash Goyal,Maharashtra,49000000.0,27,1814814.8148148148,4500000.0,147000000.0,147000000.0,True,33.33333333333333,98000000.0,NORMAL,15.0
poonamben hematbhai maadam,Smt Poonamben Hematbhai Maadam,Gujarat,8933692.0,17,525511.2941176471,1000000.0,147000000.0,147000000.0,True,6.077341496598639,138066308.0,NORMAL,15.0
pp chaudhary,Shri PP Chaudhary,Rajasthan,8155790.0,8,1019473.75,2257000.0,147000000.0,147000000.0,True,5.548156462585034,138844210.0,NORMAL,15.0
prabha mallikarjun,DR. PRABHA MALLIKARJUN,Karnataka,46500000.0,47,989361.7021276596,2500000.0,147000000.0,147000000.0,True,31.63265306122449,100500000.0,NORMAL,15.0
prabhakar reddy vemireddy,PRABHAKAR REDDY VEMIREDDY,Andhra Pradesh,47116335.0,86,547864.3604651163,1986240.0,147000000.0,147000000.0,True,32.051928571428576,99883665.0,NORMAL,15.0
prabhubhai nagarbhai vasava,Prabhubhai Nagarbhai Vasava,Gujarat,21004453.0,66,318249.2878787879,1500000.0,147000000.0,147000000.0,True,14.288743537414966,125995547.0,NORMAL,15.0
pradan baruah,Pradan Baruah,Assam,38000000.0,65,584615.3846153846,3600000.0,147000000.0,147000000.0,True,25.850340136054424,109000000.0,NORMAL,15.0
pradeep kumar singh,Pradeep Kumar Singh,Bihar,62323127.0,26,2397043.346153846,2475000.0,147000000.0,147000000.0,True,42.3966850340136,84676873.0,NORMAL,15.0
pradyut bordoloi,Pradyut Bordoloi,Assam,42596000.0,89,478606.7415730337,1000000.0,98000000.0,98000000.0,True,43.46530612244898,55404000.0,NORMAL,15.0
pralhad venkatesh joshi,Pralhad Venkatesh Joshi,Karnataka,13261770.0,26,510068.07692307694,1500000.0,147000000.0,147000000.0,True,9.021612244897959,133738230.0,NORMAL,15.0
praniti sushilkumar shinde,PRANITI SUSHILKUMAR SHINDE,Maharashtra,499880.0,1,499880.0,499880.0,147000000.0,147000000.0,True,0.3400544217687075,146500120.0,NORMAL,15.0
prashant yadaorao padole,DR. PRASHANT YADAORAO PADOLE,Maharashtra,24572033.0,33,744607.0606060605,1000000.0,159680283.39,159680283.39,True,15.388269909307306,135108250.39,NORMAL,15.0
prasun banerjee,Prasun Banerjee,West Bengal,19588495.0,17,1152264.4117647058,4836830.0,147000000.0,147000000.0,True,13.325506802721087,127411505.0,NORMAL,15.0
pratap chandra sarangi,Pratap Chandra Sarangi,Odisha,2000000.0,3,666666.6666666666,1000000.0,147064254.11,147064254.11,True,1.3599497798452471,145064254.11,NORMAL,15.0
pratima mondal,Pratima Mondal,West Bengal,67687186.0,154,439527.1818181818,1998845.0,147000000.0,147000000.0,True,46.04570476190476,79312814.0,NORMAL,15.0
praveen khandelwal,Praveen Khandelwal,Delhi,26480914.0,37,715700.3783783783,1694900.0,147470276.0,147470276.0,True,17.956780659988727,120989362.0,NORMAL,15.0
praveen patel,PRAVEEN PATEL,Uttar Pradesh,26709561.0,10,2670956.1,20609400.0,151559884.09,151559884.09,True,17.623107302021428,124850323.09,NORMAL,15.0
priya saroj,PRIYA SAROJ,Uttar Pradesh,44704772.0,1020,43828.20784313726,3646225.0,147000000.0,147000000.0,True,30.411409523809525,102295228.0,NORMAL,15.0
priyanka gandhi vadra,Priyanka Gandhi Vadra,Kerala,21838026.0,14,1559859.0,2300000.0,122500000.0,122500000.0,True,17.82696,100661974.0,NORMAL,15.0
priyanka satish jarkiholi,PRIYANKA SATISH JARKIHOLI,Karnataka,7423848.0,9,824872.0,1786924.0,147000000.0,147000000.0,True,5.050236734693877,139576152.0,NORMAL,15.0
pushpendra saroj,PUSHPENDRA SAROJ,Uttar Pradesh,25822600.0,400,64556.5,74000.0,147000000.0,147000000.0,True,17.566394557823127,121177400.0,NORMAL,15.0
putta mahesh kumar,Putta Mahesh Kumar,Andhra Pradesh,44069092.0,62,710791.8064516129,3204000.0,147000000.0,147000000.0,True,29.978974149659866,102930908.0,NORMAL,15.0
r k chaudhary,R.K. CHAUDHARY,Uttar Pradesh,36243902.0,68,532998.5588235294,7019025.0,147000000.0,147000000.0,True,24.655715646258503,110756098.0,NORMAL,15.0
rabindra narayan behera,RABINDRA NARAYAN BEHERA,Odisha,1650000.0,7,235714.2857142857,300000.0,147064617.11,147064617.11,True,1.1219557990389004,145414617.11,NORMAL,15.0
rachna banerjee,RACHNA BANERJEE,West Bengal,27350742.0,41,667091.268292683,3093826.0,147000000.0,147000000.0,True,18.60594693877551,119649258.0,NORMAL,15.0
radha mohan singh,Radha Mohan Singh,Bihar,44044591.0,41,1074258.3170731708,1499500.0,147000000.0,147000000.0,True,29.962306802721088,102955409.0,NORMAL,15.0
radhe shyam rathiya,RADHE SHYAM RATHIYA,Chhattisgarh,50681515.0,72,703909.9305555555,2000000.0,159706972.09,159706972.09,True,31.73406541790758,109025457.09,NORMAL,15.0
rahul gandhi,RAHUL GANDHI,Uttar Pradesh,11877675.0,103,115317.23300970874,1500000.0,147000000.0,147000000.0,True,8.080051020408163,135122325.0,NORMAL,15.0
rahul kaswan,Rahul Kaswan,Rajasthan,49088380.0,56,876578.2142857143,4500000.0,147000000.0,147000000.0,True,33.39345578231293,97911620.0,NORMAL,15.0
rahul singh lodhi,RAHUL SINGH LODHI,Madhya Pradesh,33053637.0,110,300487.60909090907,1800000.0,163058785.37,163058785.37,True,20.270994246030547,130005148.37,NORMAL,15.0
raj bhushan choudhary,RAJ BHUSHAN CHOUDHARY,Bihar,56330933.0,43,1310021.6976744186,5000000.0,147000000.0,147000000.0,True,38.32036258503401,90669067.0,NORMAL,15.0
raj kumar chabbewal,DR. RAJ KUMAR CHABBEWAL,Punjab,33517653.0,79,424274.08860759495,4583512.0,147000000.0,147000000.0,True,22.801124489795917,113482347.0,NORMAL,15.0
raj kumar roat,RAJ KUMAR ROAT,Rajasthan,52809967.0,47,1123616.319148936,3000000.0,147000000.0,147000000.0,True,35.92514761904762,94190033.0,NORMAL,15.0
raja ram singh,RAJA RAM SINGH,Bihar,42785048.0,79,541582.8860759494,1496167.0,147000000.0,147000000.0,True,29.10547482993197,104214952.0,NORMAL,15.0
rajabhau,RAJABHAU,Maharashtra,33263864.0,33,1007995.8787878788,2800000.0,152878682.11,152878682.11,True,21.758340365640922,119614818.11000001,NORMAL,15.0
rajeev bhardwaj,RAJEEV BHARDWAJ,Himachal Pradesh,42042088.0,180,233567.15555555557,1799189.0,179388967.11,179388967.11,True,23.43627296444608,137346879.11,NORMAL,15.0
rajeev rai,RAJEEV RAI,Uttar Pradesh,38592817.0,110,350843.7909090909,2146851.0,147000000.0,147000000.0,True,26.25361700680272,108407183.0,NORMAL,15.0
rajesh mishra,DR. RAJESH MISHRA,Madhya Pradesh,125020615.0,188,665003.2712765958,2495000.0,262724510.35,262724510.35,True,47.586201543757106,137703895.35,NORMAL,15.0
rajesh ranjan alias pappu yadav,RAJESH RANJAN ALIAS PAPPU YADAV,Bihar,47774818.0,46,1038583.0,3600000.0,147000000.0,147000000.0,True,32.49987619047619,99225182.0,NORMAL,15.0
rajesh verma,RAJESH VERMA,Bihar,55624868.0,51,1090683.6862745099,1445942.0,147000000.0,147000000.0,True,37.8400462585034,91375132.0,NORMAL,15.0
rajeshbhai naranbhai chudasama,Rajeshbhai Naranbhai Chudasama,Gujarat,19433286.0,59,329377.72881355934,500000.0,147000000.0,147000000.0,True,13.219922448979593,127566714.0,NORMAL,15.0
rajkumar chahar,Rajkumar Chahar,Uttar Pradesh,48475758.0,26,1864452.2307692308,3489567.0,147000000.0,147000000.0,True,32.97670612244898,98524242.0,NORMAL,15.0
rajkumar sangwan,DR RAJKUMAR SANGWAN,Uttar Pradesh,20445260.0,29,705008.9655172414,1267311.0,147000000.0,147000000.0,True,13.908340136054424,126554740.0,NORMAL,15.0
rajmohan unnithan,Shri Rajmohan Unnithan,Kerala,9286163.0,23,403746.2173913043,2300000.0,156754633.11,156754633.11,True,5.924011823933514,147468470.11,NORMAL,15.0
rajnath singh,Rajnath Singh,Uttar Pradesh,28229976.0,32,882186.75,1637891.0,154808797.11,154808797.11,True,18.23538230837171,126578821.11000001,NORMAL,15.0
rajpalsinh mahendrasinh jadav,RAJPALSINH MAHENDRASINH JADAV,Gujarat,37633264.0,192,196006.58333333334,5000000.0,147000000.0,147000000.0,True,25.60085986394558,109366736.0,NORMAL,15.0
raju bista,Raju Bista,West Bengal,56071493.0,105,534014.219047619,2000000.0,147000000.0,147000000.0,True,38.14387278911565,90928507.0,NORMAL,15.0
rakesh rathor,RAKESH RATHOR,Uttar Pradesh,52190405.0,24,2174600.2083333335,11402495.0,147000000.0,147000000.0,True,35.5036768707483,94809595.0,NORMAL,15.0
rakibul hussain,RAKIBUL HUSSAIN,Assam,32499919.0,62,524192.2419354839,1000000.0,147000000.0,147000000.0,True,22.108788435374148,114500081.0,NORMAL,15.0
raksha nikhil khadse,Smt Raksha Nikhil Khadse,Maharashtra,3914664.0,2,1957332.0,2999928.0,153112586.11,153112586.11,True,2.55672253957464,149197922.11,NORMAL,15.0
ram prasad chaudhary,RAM PRASAD CHAUDHARY,Uttar Pradesh,68731600.0,67,1025844.776119403,4927680.0,204176957.11,204176957.11,True,33.66276046663334,135445357.11,NORMAL,15.0
ramasahayam raghuram reddy,RAMASAHAYAM RAGHURAM REDDY,Telangana,18439146.0,47,392322.25531914894,1000000.0,147000000.0,147000000.0,True,12.543636734693878,128560854.0,NORMAL,15.0
ramashankar rajbhar,RAMASHANKAR RAJBHAR,Uttar Pradesh,40793312.0,89,458351.8202247191,1314028.0,160056927.07,160056927.07,True,25.48675196179374,119263615.07,NORMAL,15.0
rambhual nishad,RAMBHUAL NISHAD,Uttar Pradesh,53396442.0,11,4854222.0,10098000.0,151231957.11,151231957.11,True,35.30764464098126,97835515.11000001,NORMAL,15.0
ramesh awasthi,RAMESH AWASTHI,Uttar Pradesh,3831541.0,1,3831541.0,3831541.0,147000000.0,147000000.0,True,2.6064904761904764,143168459.0,NORMAL,15.0
ramesh chandappa jigajinagi,Ramesh Chandappa Jigajinagi,Karnataka,23700000.0,65,364615.3846153846,1000000.0,269500000.0,269500000.0,True,8.794063079777366,245800000.0,NORMAL,15.0
ramprit mandal,Ramprit Mandal,Bihar,86553079.0,82,1055525.3536585367,2500000.0,147000000.0,147000000.0,True,58.87964557823129,60446921.0,NORMAL,15.0
ramvir singh bidhuri,Ramvir Singh Bidhuri,Delhi,3816027.0,7,545146.7142857143,761189.0,147559100.0,147559100.0,True,2.58610075556167,143743073.0,NORMAL,15.0
rani sri kumar,DR RANI SRI KUMAR,Tamil Nadu,61319117.0,62,989018.0161290322,3100000.0,153060922.82,153060922.82,True,40.061902065043355,91741805.82,NORMAL,15.0
ranjit dutta,RANJIT DUTTA,Assam,36107425.0,48,752238.0208333334,2300000.0,147000000.0,147000000.0,True,24.562874149659862,110892575.0,NORMAL,15.0
rao inderjit singh,Rao Inderjit Singh,Haryana,18950438.0,17,1114731.6470588236,2099331.0,147000000.0,147000000.0,True,12.891454421768708,128049562.0,NORMAL,15.0
rao rajendra singh,Rao Rajendra Singh,Rajasthan,3500000.0,2,1750000.0,2500000.0,147000000.0,147000000.0,True,2.380952380952381,143500000.0,NORMAL,15.0
ravi shankar prasad,Ravi Shankar Prasad,Bihar,37399974.0,48,779166.125,1485921.0,147000000.0,147000000.0,True,25.442159183673468,109600026.0,NORMAL,15.0
ravindra dattaram waikar,RAVINDRA DATTARAM WAIKAR,Maharashtra,32500000.0,17,1911764.705882353,4000000.0,147000000.0,147000000.0,True,22.108843537414966,114500000.0,NORMAL,15.0
ravindra shyamnarayan alias ravi kishan shukla,Ravindra Shyamnarayan Alias Ravi Kishan Shukla,Uttar Pradesh,21318500.0,9,2368722.222222222,4355000.0,147000000.0,147000000.0,True,14.502380952380953,125681500.0,NORMAL,15.0
richard vanlalhmangaiha,RICHARD VANLALHMANGAIHA,Mizoram,48947115.0,105,466163.0,1807115.0,147000000.0,147000000.0,True,33.297357142857145,98052885.0,NORMAL,15.0
robert bruce c,ROBERT BRUCE C,Tamil Nadu,35167437.0,50,703348.74,2499655.0,147475440.11,147475440.11,True,23.846300762872154,112308003.11000001,NORMAL,15.0
rodmal nagar,Rodmal Nagar,Madhya Pradesh,48678603.0,112,434630.3839285714,16177075.0,147000000.0,147000000.0,True,33.114695918367346,98321397.0,NORMAL,15.0
roop kumari choudhary,ROOP KUMARI CHOUDHARY,Chhattisgarh,44613836.0,77,579400.4675324676,1500000.0,153035414.0,153035414.0,True,29.15262215058274,108421578.0,NORMAL,15.0
ruchi vira,RUCHI VIRA,Uttar Pradesh,28636424.0,122,234724.7868852459,891000.0,147000000.0,147000000.0,True,19.48056054421769,118363576.0,NORMAL,15.0
s jagathrakshakan,S. Jagathrakshakan,Tamil Nadu,34610212.0,34,1017947.4117647059,3389297.0,180589332.34,180589332.34,True,19.16514754860409,145979120.34,NORMAL,15.0
s jothimani,Smt S Jothimani,Tamil Nadu,26802779.0,45,595617.3111111111,2100000.0,147000000.0,147000000.0,True,18.23318299319728,120197221.0,NORMAL,15.0
s p singh,DR. S P SINGH,Uttar Pradesh,16622925.0,47,353679.25531914894,445000.0,147000000.0,147000000.0,True,11.30811224489796,130377075.0,NORMAL,15.0
s supongmeren jamir,S SUPONGMEREN JAMIR,Nagaland,98000000.0,39,2512820.512820513,16912380.0,147000000.0,147000000.0,True,66.66666666666666,49000000.0,NORMAL,15.0
s venkatesan,S Venkatesan,Tamil Nadu,11293812.0,18,627434.0,2500000.0,147000000.0,147000000.0,True,7.68286530612245,135706188.0,NORMAL,15.0
sachithanantham r,SACHITHANANTHAM R,Tamil Nadu,45526343.0,33,1379586.1515151516,4999254.0,147000000.0,147000000.0,True,30.970301360544216,101473657.0,NORMAL,15.0
sagar eshwar khandre,SAGAR ESHWAR KHANDRE,Karnataka,29859997.0,66,452424.19696969696,2500000.0,147000000.0,147000000.0,True,20.3129231292517,117140003.0,NORMAL,15.0
sajda ahmed,Smt Sajda Ahmed,West Bengal,37325057.0,80,466563.2125,3500000.0,147000000.0,147000000.0,True,25.39119523809524,109674943.0,NORMAL,15.0
saleng a sangma,SALENG A SANGMA,Meghalaya,47950000.0,102,470098.03921568627,10000000.0,147000000.0,147000000.0,True,32.61904761904762,99050000.0,NORMAL,15.0
sambit patra,SAMBIT PATRA,Odisha,42578525.0,577,73792.93760831888,988525.0,147000000.0,147000000.0,True,28.96498299319728,104421475.0,NORMAL,15.0
sanatan pandey,SANATAN PANDEY,Uttar Pradesh,48109174.0,140,343636.95714285714,1000000.0,180420041.4,180420041.4,True,26.665094202777407,132310867.4,NORMAL,15.0
sanjay haribhau jadhav,Sanjay Haribhau Jadhav,Maharashtra,45758977.0,51,897234.8431372549,2499712.0,147000000.0,147000000.0,True,31.12855578231293,101241023.0,NORMAL,15.0
sanjay kumar bandi,Sanjay Kumar Bandi,Telangana,34829762.0,115,302867.49565217394,2000000.0,172775317.11,172775317.11,True,20.15899179500571,137945555.11,NORMAL,15.0
sanjay seth,Sanjay Seth,Jharkhand,48876600.0,73,669542.4657534247,1499500.0,147064357.11,147064357.11,True,33.234837427971534,98187757.11000001,NORMAL,15.0
sanjay uttamrao deshmukh,Sanjay Uttamrao Deshmukh,Maharashtra,17387019.0,33,526879.3636363636,2000000.0,185640423.0,185640423.0,True,9.365966053632619,168253404.0,NORMAL,15.0
sanjna jatav,SANJNA JATAV,Rajasthan,41041765.1,88,466383.69431818184,1000000.0,147000000.0,147000000.0,True,27.919568095238095,105958234.9,NORMAL,15.0
santosh pandey,Santosh Pandey,Chhattisgarh,7639363.0,14,545668.7857142857,2499475.0,147000000.0,147000000.0,True,5.196845578231293,139360637.0,NORMAL,15.0
saptagiri sankar ulaka,Saptagiri Sankar Ulaka,Odisha,19359829.0,56,345711.23214285716,1000000.0,269500000.0,269500000.0,True,7.1836100185528755,250140171.0,NORMAL,15.0
sarabjeet singh khalsa,SARABJEET SINGH KHALSA,Punjab,45942087.0,186,247000.46774193548,2000000.0,150850348.15,150850348.15,True,30.455406675175112,104908261.15,NORMAL,15.0
sarbananda sonowal 18ls,Shri Sarbananda Sonowal (18LS),Assam,33042773.0,36,917854.8055555555,2000000.0,147000000.0,147000000.0,True,22.478076870748296,113957227.0,NORMAL,15.0
sasikanth senthil,Sasikanth Senthil,Tamil Nadu,43581288.0,83,525075.7590361446,2400000.0,171500000.0,171500000.0,True,25.41182973760933,127918712.0,NORMAL,15.0
satabdi roy banerjee,Smt Satabdi Roy (Banerjee),West Bengal,26373700.6,44,599402.2863636364,4381277.0,147000000.0,147000000.0,True,17.941292925170067,120626299.4,NORMAL,15.0
satish kumar gautam,Shri Satish Kumar Gautam,Uttar Pradesh,29219802.0,26,1123838.5384615385,2469961.0,147000000.0,147000000.0,True,19.87741632653061,117780198.0,NORMAL,15.0
satpal brahamchari,SATPAL BRAHAMCHARI,Haryana,25826326.0,36,717397.9444444445,1990000.0,147000000.0,147000000.0,True,17.56892925170068,121173674.0,NORMAL,15.0
saumitra khan,Saumitra khan,West Bengal,71102321.0,65,1093881.8615384616,4592941.0,147000000.0,147000000.0,True,48.36892585034014,75897679.0,NORMAL,15.0
savitri thakur,SAVITRI THAKUR,Madhya Pradesh,42097370.0,101,416805.64356435643,1500000.0,147000000.0,147000000.0,True,28.637666666666668,104902630.0,NORMAL,15.0
sayani ghosh,SAYANI GHOSH,West Bengal,55344539.0,141,392514.4609929078,1281634.0,147000000.0,147000000.0,True,37.6493462585034,91655461.0,NORMAL,15.0
selja,SELJA,Haryana,10829613.0,9,1203290.3333333333,3000000.0,147000000.0,147000000.0,True,7.367083673469388,136170387.0,NORMAL,15.0
selvaraj v,SELVARAJ V,Tamil Nadu,14605363.0,19,768703.3157894737,1608982.0,147000000.0,147000000.0,True,9.935621088435374,132394637.0,NORMAL,15.0
shafi parambil,SHAFI PARAMBIL,Kerala,20487000.0,75,273160.0,2650000.0,147000000.0,147000000.0,True,13.93673469387755,126513000.0,NORMAL,15.0
shankar lalwani,Shankar Lalwani,Madhya Pradesh,47724390.0,130,367110.6923076923,2000000.0,147000000.0,147000000.0,True,32.46557142857143,99275610.0,NORMAL,15.0
shantanu thakur,Shri Shantanu Thakur,West Bengal,5993836.0,8,749229.5,1610698.0,147000000.0,147000000.0,True,4.077439455782312,141006164.0,NORMAL,15.0
sharmila sarkar,DR. SHARMILA SARKAR,West Bengal,33353781.0,42,794137.6428571428,4042000.0,147000000.0,147000000.0,True,22.68964693877551,113646219.0,NORMAL,15.0
shashank mani,SHASHANK MANI,Uttar Pradesh,45568332.0,43,1059728.6511627906,1486564.0,147000000.0,147000000.0,True,30.998865306122447,101431668.0,NORMAL,15.0
shashi tharoor,Dr Shashi Tharoor,Kerala,25434370.0,30,847812.3333333334,2265900.0,147000000.0,147000000.0,True,17.302292517006805,121565630.0,NORMAL,15.0
shatrughan sinha,Shatrughan Sinha,West Bengal,58855068.0,16,3678441.75,9976028.0,147000000.0,147000000.0,True,40.037461224489796,88144932.0,NORMAL,15.0
sher singh ghubaya,SHER SINGH GHUBAYA,Punjab,57960629.0,235,246640.9744680851,1000000.0,147000000.0,147000000.0,True,39.42899931972789,89039371.0,NORMAL,15.0
shivmangal singh tomar,SHIVMANGAL SINGH TOMAR,Madhya Pradesh,23472294.0,52,451390.26923076925,800000.0,147000000.0,147000000.0,True,15.96754693877551,123527706.0,NORMAL,15.0
shivraj singh chouhan,SHIVRAJ SINGH CHOUHAN,Madhya Pradesh,48643125.0,77,631728.8961038961,1800000.0,147000000.0,147000000.0,True,33.0905612244898,98356875.0,NORMAL,15.0
shobha karandlaje,SHOBHA KARANDLAJE,Karnataka,37673738.0,31,1215281.8709677418,5000000.0,147000000.0,147000000.0,True,25.62839319727891,109326262.0,NORMAL,15.0
shobhanaben mahendrasinh baraiya,SHOBHANABEN MAHENDRASINH BARAIYA,Gujarat,43596000.0,131,332793.893129771,1296000.0,147000000.0,147000000.0,True,29.65714285714286,103404000.0,NORMAL,15.0
shreyas m patel,SHREYAS. M. PATEL,Karnataka,28134052.0,62,453775.03225806454,2000000.0,147000000.0,147000000.0,True,19.13881088435374,118865948.0,NORMAL,15.0
shrimant chh udayanraje pratapsinhamaharaj bhonsle,SHRIMANT CHH UDAYANRAJE PRATAPSINHAMAHARAJ BHONSLE,Maharashtra,45698677.0,53,862239.1886792453,1500000.0,147000000.0,147000000.0,True,31.08753537414966,101301323.0,NORMAL,15.0
shripad yesso naik,Shripad Yesso Naik,Goa,11289949.0,21,537616.619047619,2500000.0,147000000.0,147000000.0,True,7.680237414965986,135710051.0,NORMAL,15.0
shrirang appa barne,Shrirang Appa Barne,Maharashtra,35246842.0,46,766235.695652174,1500000.0,147000000.0,147000000.0,True,23.977443537414967,111753158.0,NORMAL,15.0
sk nurul islam,SK NURUL ISLAM,West Bengal,35118648.0,18,1951036.0,4270000.0,49000000.0,49000000.0,True,71.67071020408163,13881352.0,MONITOR,45.0
smita uday wagh,SMITA UDAY WAGH,Maharashtra,16031266.0,10,1603126.6,2945320.0,148107373.11,148107373.11,True,10.82408367886824,132076107.11000001,NORMAL,15.0
sougata ray,Prof Sougata Ray,West Bengal,13088419.0,18,727134.3888888889,1500000.0,147000000.0,147000000.0,True,8.903686394557823,133911581.0,NORMAL,15.0
sp singh baghel,Prof SP Singh Baghel,Uttar Pradesh,48944768.0,41,1193774.8292682928,2794931.0,147000000.0,147000000.0,True,33.29576054421769,98055232.0,NORMAL,15.0
sudama prasad,SUDAMA PRASAD,Bihar,8545137.0,7,1220733.857142857,1500000.0,147000000.0,147000000.0,True,5.813018367346938,138454863.0,NORMAL,15.0
sudha r,SUDHA R,Tamil Nadu,25918000.0,35,740514.2857142857,1675000.0,147332315.11,147332315.11,True,17.591524290274894,121414315.11000001,NORMAL,15.0
sudhakar singh,SUDHAKAR SINGH,Bihar,79490685.0,85,935184.5294117647,2948000.0,185211956.54,185211956.54,True,42.918765335127,105721271.53999999,NORMAL,15.0
sudheer gupta,Shri Sudheer Gupta,Madhya Pradesh,11094092.0,68,163148.41176470587,800000.0,148988014.83,148988014.83,True,7.446298289603165,137893922.83,NORMAL,15.0
sudip bandyopadhyay,Sudip Bandyopadhyay,West Bengal,27467416.0,17,1615730.3529411764,5000000.0,147000000.0,147000000.0,True,18.68531700680272,119532584.0,NORMAL,15.0
sukanta kumar panigrahi,SUKANTA KUMAR PANIGRAHI,Odisha,31625359.0,102,310052.53921568627,700000.0,190712424.11,190712424.11,True,16.582747111304595,159087065.11,NORMAL,15.0
sukanta majumdar,Dr Sukanta Majumdar,West Bengal,40133854.0,79,508023.4683544304,2500000.0,157085364.9,157085364.9,True,25.549072649478884,116951510.9,NORMAL,15.0
sukhdeo bhagat,SUKHDEO BHAGAT,Jharkhand,62708165.0,100,627081.65,1498100.0,171821957.11,171821957.11,True,36.4960136962323,109113792.11000001,NORMAL,15.0
sukhjinder singh randhawa,SUKHJINDER SINGH RANDHAWA,Punjab,40746686.0,106,384402.69811320753,2753000.0,147000000.0,147000000.0,True,27.71883401360544,106253314.0,NORMAL,15.0
sunil bose,SUNIL BOSE,Karnataka,41200000.0,50,824000.0,5000000.0,147000000.0,147000000.0,True,28.027210884353742,105800000.0,NORMAL,15.0
sunil dattatray tatkare,Sunil Dattatray Tatkare,Maharashtra,40569356.0,24,1690389.8333333333,2500000.0,147000000.0,147000000.0,True,27.598201360544216,106430644.0,NORMAL,15.0
sunil kumar,Sunil Kumar,Bihar,42184688.0,55,766994.3272727273,1381000.0,147000000.0,147000000.0,True,28.697066666666665,104815312.0,NORMAL,15.0
supriya sadanand sule,Smt Supriya Sadanand Sule,Maharashtra,22855903.0,32,714246.96875,1000000.0,147000000.0,147000000.0,True,15.548233333333334,124144097.0,NORMAL,15.0
suresh gopi,SURESH GOPI,Kerala,23883249.0,19,1257013.105263158,3300001.0,147000000.0,147000000.0,True,16.247108163265306,123116751.0,NORMAL,15.0
