project_id,payment_sequence,payment_date,payment_amount,progress_percent,sanction_amount,data_source
WS/MP632/2024-2025/134100-Lighting of public spaces,2,2025-02-09,87428.0,100,218570.0,DEMO / SIMULATED DATA
WS/MP632/2024-2025/134101-Lighting of public spaces,1,2024-11-16,75000.0,30,250000.0,DEMO / SIMULATED DATA
WS/MP632/2024-2025/134101-Lighting of public spaces,2,2024-11-21,75000.0,60,250000.0,DEMO / SIMULATED DATA
WS/MP632/2024-2025/134101-Lighting of public spaces,3,2024-11-26,150000.0,40,250000.0,DEMO / SIMULATED DATA
WS/MP632/2024-2025/134102-Lighting of public spaces,1,2024-12-26,64809.9,30,216033.0,DEMO / SIMULATED DATA
WS/MP632/2024-2025/134102-Lighting of public spaces,2,2025-02-09,64809.9,60,216033.0,DEMO / SIMULATED DATA
WS/MP632/2024-2025/134102-Lighting of public spaces,3,2025-03-26,86413.2,100,216033.0,DEMO / SIMULATED DATA
WS/MP632/2024-2025/134103-Lighting of public spaces,1,2025-01-12,75000.0,30,250000.0,DEMO / SIMULATED DATA
WS/MP632/2024-2025/134103-Lighting of public spaces,2,2025-02-26,100000.0,100,250000.0,DEMO / SIMULATED DATA
WS/MP632/2024-2025/134104-Lighting of public spaces,1,2025-01-12,65908.2,30,219694.0,DEMO / SIMULATED DATA
WS/MP632/2024-2025/134104-Lighting of public spaces,2,2025-02-26,65908.2,60,219694.0,DEMO / SIMULATED DATA
WS/MP632/2024-2025/134104-Lighting of public spaces,3,2025-04-12,87877.6,100,219694.0,DEMO / SIMULATED DATA
WS/MP632/2024-2025/134105-Lighting of public spaces,1,2025-01-12,75000.0,30,250000.0,DEMO / SIMULATED DATA
WS/MP632/2024-2025/134105-Lighting of public spaces,2,2025-02-26,75000.0,60,250000.0,DEMO / SIMULATED DATA
WS/MP632/2024-2025/134105-Lighting of public spaces,3,2025-04-12,100000.0,100,250000.0,DEMO / SIMULATED DATA
"WS/MP632/2024-2025/134106-Construction of roads, link roads, pathways or any other road with or without drainage system",1,2025-01-12,86063.7,30,286879.0,DEMO / SIMULATED DATA
"WS/MP632/2024-2025/134106-Construction of roads, link roads, pathways or any other road with or without drainage system",2,2025-02-26,86063.7,60,286879.0,DEMO / SIMULATED DATA
"WS/MP632/2024-2025/134106-Construction of roads, link roads, pathways or any other road with or without drainage system",3,2025-04-12,114751.6,100,286879.0,DEMO / SIMULATED DATA
WS/MP632/2025-2026/134107-Providing supply pipelines for drinking water,1,2025-08-07,60000.0,30,200000.0,DEMO / SIMULATED DATA
WS/MP632/2025-2026/134107-Providing supply pipelines for drinking water,2,2025-09-21,60000.0,60,200000.0,DEMO / SIMULATED DATA
WS/MP632/2025-2026/134107-Providing supply pipelines for drinking water,3,2025-11-05,80000.0,100,200000.0,DEMO / SIMULATED DATA
WS/MP345/2024-2025/134123-Construction of rooms and halls in school and colleges,1,2024-10-03,1422056.4,30,4740188.0,DEMO / SIMULATED DATA
WS/MP345/2024-2025/134123-Construction of rooms and halls in school and colleges,2,2024-11-17,1896075.2,100,4740188.0,DEMO / SIMULATED DATA
"WS/MP345/2024-2025/134136-Construction of roads, link roads, pathways or any other road with or without drainage system",1,2025-01-10,391187.7,30,1303959.0,DEMO / SIMULATED DATA
"WS/MP345/2024-2025/134136-Construction of roads, link roads, pathways or any other road with or without drainage system",2,2025-02-24,391187.7,60,1303959.0,DEMO / SIMULATED DATA
"WS/MP345/2024-2025/134136-Construction of roads, link roads, pathways or any other road with or without drainage system",3,2025-04-10,521583.6,100,1303959.0,DEMO / SIMULATED DATA
WS/MP345/2024-2025/134137-Construction of buildings for community cultural activities,1,2025-01-06,153687.3,30,512291.0,DEMO / SIMULATED DATA
WS/MP345/2024-2025/134137-Construction of buildings for community cultural activities,2,2025-02-20,204916.4,100,512291.0,DEMO / SIMULATED DATA
"WS/MP345/2024-2025/134140-Construction of roads, link roads, pathways or any other road with or without drainage system",1,2024-09-12,88047.6,30,293492.0,DEMO / SIMULATED DATA
"WS/MP345/2024-2025/134140-Construction of roads, link roads, pathways or any other road with or without drainage system",2,2024-10-27,88047.6,60,293492.0,DEMO / SIMULATED DATA
"WS/MP345/2024-2025/134140-Construction of roads, link roads, pathways or any other road with or without drainage system",3,2024-12-11,117396.8,100,293492.0,DEMO / SIMULATED DATA
WS/MP345/2024-2025/134143-Construction of buildings for community cultural activities,1,2024-09-27,354776.4,30,1182588.0,DEMO / SIMULATED DATA
WS/MP345/2024-2025/134143-Construction of buildings for community cultural activities,2,2024-11-11,354776.4,60,1182588.0,DEMO / SIMULATED DATA
WS/MP345/2024-2025/134143-Construction of buildings for community cultural activities,3,2024-12-26,473035.2,100,1182588.0,DEMO / SIMULATED DATA
WS/MP345/2024-2025/134144-Construction of buildings for community cultural activities,1,2024-09-27,101533.2,30,338444.0,DEMO / SIMULATED DATA
WS/MP345/2024-2025/134144-Construction of buildings for community cultural activities,2,2024-11-11,101533.2,60,338444.0,DEMO / SIMULATED DATA
WS/MP345/2024-2025/134144-Construction of buildings for community cultural activities,3,2024-12-26,135377.6,100,338444.0,DEMO / SIMULATED DATA
WS/MP345/2024-2025/134145-Construction of buildings for community cultural activities,1,2024-11-10,29060.1,30,96867.0,DEMO / SIMULATED DATA
WS/MP345/2024-2025/134145-Construction of buildings for community cultural activities,2,2024-12-25,38746.8,100,96867.0,DEMO / SIMULATED DATA
WS/MP18182/2024-2025/134222-Construction of boundary walls of existing public and community buildings,1,2024-11-09,745823.7,30,2486079.0,DEMO / SIMULATED DATA
WS/MP18182/2024-2025/134222-Construction of boundary walls of existing public and community buildings,2,2024-12-24,994431.6,100,2486079.0,DEMO / SIMULATED DATA
WS/MP18182/2024-2025/134223-Construction of boundary walls of existing public and community buildings,1,2024-11-24,747990.6,30,2493302.0,DEMO / SIMULATED DATA
WS/MP18182/2024-2025/134223-Construction of boundary walls of existing public and community buildings,2,2025-01-08,747990.6,60,2493302.0,DEMO / SIMULATED DATA
WS/MP18182/2024-2025/134223-Construction of boundary walls of existing public and community buildings,3,2025-02-22,997320.8,100,2493302.0,DEMO / SIMULATED DATA
WS/MP18182/2024-2025/134224-Construction of boundary walls of existing public and community buildings,1,2024-11-09,744320.1,30,2481067.0,DEMO / SIMULATED DATA
WS/MP18182/2024-2025/134224-Construction of boundary walls of existing public and community buildings,2,2024-12-24,992426.8,100,2481067.0,DEMO / SIMULATED DATA
WS/MP18182/2024-2025/134225-Construction of boundary walls of existing public and community buildings,1,2024-11-24,744623.7,30,2482079.0,DEMO / SIMULATED DATA
WS/MP18182/2024-2025/134225-Construction of boundary walls of existing public and community buildings,2,2025-01-08,744623.7,60,2482079.0,DEMO / SIMULATED DATA
WS/MP18182/2024-2025/134225-Construction of boundary walls of existing public and community buildings,3,2025-02-22,992831.6,100,2482079.0,DEMO / SIMULATED DATA
WS/MP18067/2025-2026/134321-Construction of water tanks,1,2026-04-03,163500.0,30,545000.0,DEMO / SIMULATED DATA
WS/MP18067/2025-2026/134321-Construction of water tanks,2,2026-05-18,163500.0,60,545000.0,DEMO / SIMULATED DATA
WS/MP18067/2025-2026/134321-Construction of water tanks,3,2026-07-02,218000.0,100,545000.0,DEMO / SIMULATED DATA
WS/MP18067/2025-2026/134322-Construction of community centers and community halls,1,2025-06-22,149700.0,30,499000.0,DEMO / SIMULATED DATA
WS/MP18067/2025-2026/134322-Construction of community centers and community halls,2,2025-08-06,199600.0,100,499000.0,DEMO / SIMULATED DATA
WS/MP18067/2025-2026/134323-Installation of multi-gym equipment,1,2025-05-13,90000.0,30,300000.0,DEMO / SIMULATED DATA
WS/MP18067/2025-2026/134323-Installation of multi-gym equipment,2,2025-05-18,180000.0,40,300000.0,DEMO / SIMULATED DATA
WS/MP485/2024-2025/134327-Street lights,1,2024-11-01,103942.5,30,346475.0,DEMO / SIMULATED DATA
WS/MP485/2024-2025/134327-Street lights,2,2024-12-16,103942.5,60,346475.0,DEMO / SIMULATED DATA
WS/MP485/2024-2025/134327-Street lights,3,2025-01-30,138590.0,100,346475.0,DEMO / SIMULATED DATA
WS/MP485/2024-2025/134328-Street lights,1,2024-11-01,103703.7,30,345679.0,DEMO / SIMULATED DATA
WS/MP485/2024-2025/134328-Street lights,2,2024-12-16,103703.7,60,345679.0,DEMO / SIMULATED DATA
WS/MP485/2024-2025/134328-Street lights,3,2025-01-30,138271.6,100,345679.0,DEMO / SIMULATED DATA
WS/MP485/2024-2025/134329-Construction of common work sheds/ common covered sitting area,1,2024-11-01,149901.9,30,499673.0,DEMO / SIMULATED DATA
WS/MP485/2024-2025/134329-Construction of common work sheds/ common covered sitting area,2,2024-12-16,199869.2,100,499673.0,DEMO / SIMULATED DATA
WS/MP485/2024-2025/134330-Street lights,1,2024-11-01,103943.1,30,346477.0,DEMO / SIMULATED DATA
WS/MP485/2024-2025/134330-Street lights,2,2024-12-16,138590.8,100,346477.0,DEMO / SIMULATED DATA
WS/MP485/2024-2025/134331-Construction of common work sheds/ common covered sitting area,1,2024-11-01,149904.0,30,499680.0,DEMO / SIMULATED DATA
WS/MP485/2024-2025/134331-Construction of common work sheds/ common covered sitting area,2,2024-12-16,199872.0,100,499680.0,DEMO / SIMULATED DATA
WS/MP485/2024-2025/134332-Construction of community centers and community halls,1,2024-11-01,599653.5,30,1998845.0,DEMO / SIMULATED DATA
WS/MP485/2024-2025/134332-Construction of community centers and community halls,2,2024-12-16,799538.0,100,1998845.0,DEMO / SIMULATED DATA
WS/MP485/2024-2025/134334-Providing drains and gutters for public drainage,1,2024-11-01,134980.5,30,449935.0,DEMO / SIMULATED DATA
WS/MP485/2024-2025/134334-Providing drains and gutters for public drainage,2,2024-12-16,179974.0,100,449935.0,DEMO / SIMULATED DATA
WS/MP485/2024-2025/134337-Installing community drinking water plants,1,2024-11-01,71631.6,30,238772.0,DEMO / SIMULATED DATA
WS/MP485/2024-2025/134337-Installing community drinking water plants,2,2024-12-16,71631.6,60,238772.0,DEMO / SIMULATED DATA
WS/MP485/2024-2025/134337-Installing community drinking water plants,3,2025-01-30,95508.8,100,238772.0,DEMO / SIMULATED DATA
WS/MP485/2024-2025/134338-Construction of common work sheds/ common covered sitting area,1,2024-11-01,104850.0,30,349500.0,DEMO / SIMULATED DATA
WS/MP485/2024-2025/134338-Construction of common work sheds/ common covered sitting area,2,2024-12-16,104850.0,60,349500.0,DEMO / SIMULATED DATA
WS/MP485/2024-2025/134338-Construction of common work sheds/ common covered sitting area,3,2025-01-30,139800.0,100,349500.0,DEMO / SIMULATED DATA
WS/MP389/2024-2025/134429-Construction of buildings for community cultural activities,1,2025-02-23,677100.0,30,2257000.0,DEMO / SIMULATED DATA
WS/MP389/2024-2025/134429-Construction of buildings for community cultural activities,2,2025-04-09,677100.0,60,2257000.0,DEMO / SIMULATED DATA
WS/MP389/2024-2025/134429-Construction of buildings for community cultural activities,3,2025-05-24,902800.0,100,2257000.0,DEMO / SIMULATED DATA
WS/MP18065/2024-2025/134434-Construction of buildings for community cultural activities,1,2024-12-20,148088.7,30,493629.0,DEMO / SIMULATED DATA
WS/MP18065/2024-2025/134434-Construction of buildings for community cultural activities,2,2025-02-03,197451.6,100,493629.0,DEMO / SIMULATED DATA
WS/MP858/2024-2025/134457-Street lights,1,2024-12-28,144282.3,30,480941.0,DEMO / SIMULATED DATA
WS/MP858/2024-2025/134457-Street lights,2,2025-02-11,144282.3,60,480941.0,DEMO / SIMULATED DATA
WS/MP858/2024-2025/134457-Street lights,3,2025-03-28,192376.4,100,480941.0,DEMO / SIMULATED DATA
WS/MP858/2024-2025/134458-Street lights,1,2024-12-28,144311.1,30,481037.0,DEMO / SIMULATED DATA
WS/MP858/2024-2025/134458-Street lights,2,2025-02-11,192414.8,100,481037.0,DEMO / SIMULATED DATA
WS/MP858/2024-2025/134459-Street lights,1,2024-12-28,144918.0,30,483060.0,DEMO / SIMULATED DATA
WS/MP858/2024-2025/134459-Street lights,2,2025-02-11,193224.0,100,483060.0,DEMO / SIMULATED DATA
WS/MP858/2024-2025/134461-Street lights,1,2024-12-28,144918.0,30,483060.0,DEMO / SIMULATED DATA
WS/MP858/2024-2025/134461-Street lights,2,2025-02-11,193224.0,100,483060.0,DEMO / SIMULATED DATA
WS/MP858/2024-2025/134462-Street lights,1,2024-12-28,144874.8,30,482916.0,DEMO / SIMULATED DATA
WS/MP858/2024-2025/134462-Street lights,2,2025-02-11,193166.4,100,482916.0,DEMO / SIMULATED DATA
WS/MP858/2024-2025/134463-Street lights,1,2024-12-28,144311.1,30,481037.0,DEMO / SIMULATED DATA
WS/MP858/2024-2025/134463-Street lights,2,2025-02-11,144311.1,60,481037.0,DEMO / SIMULATED DATA
WS/MP858/2024-2025/134463-Street lights,3,2025-03-28,192414.8,100,481037.0,DEMO / SIMULATED DATA
WS/MP18159/2024-2025/134479-Installing tube-wells and borewells,1,2025-01-17,45000.0,30,150000.0,DEMO / SIMULATED DATA
WS/MP18159/2024-2025/134479-Installing tube-wells and borewells,2,2025-03-03,60000.0,100,150000.0,DEMO / SIMULATED DATA
WS/MP632/2025-2026/134588-Purchase Books for Library,1,2025-08-09,15000.0,30,50000.0,DEMO / SIMULATED DATA
WS/MP632/2025-2026/134588-Purchase Books for Library,2,2025-09-23,15000.0,60,50000.0,DEMO / SIMULATED DATA
WS/MP632/2025-2026/134588-Purchase Books for Library,3,2025-11-07,20000.0,100,50000.0,DEMO / SIMULATED DATA
WS/MP632/2024-2025/134589-Purchase of books for public libraries/ digitization of library books,1,2025-01-26,15000.0,30,50000.0,DEMO / SIMULATED DATA
WS/MP632/2024-2025/134589-Purchase of books for public libraries/ digitization of library books,2,2025-01-31,15000.0,60,50000.0,DEMO / SIMULATED DATA
WS/MP632/2024-2025/134589-Purchase of books for public libraries/ digitization of library books,3,2025-02-05,30000.0,40,50000.0,DEMO / SIMULATED DATA
WS/MP632/2026-2027/134591-Purchase of furniture and fixtures for educational purposes,1,2026-08-23,29020.2,30,96734.0,DEMO / SIMULATED DATA
WS/MP632/2026-2027/134591-Purchase of furniture and fixtures for educational purposes,2,2026-10-07,29020.2,60,96734.0,DEMO / SIMULATED DATA
WS/MP632/2026-2027/134591-Purchase of furniture and fixtures for educational purposes,3,2026-11-21,38693.6,100,96734.0,DEMO / SIMULATED DATA
"WS/MP18278/2024-2025/134629-Construction of roads, link roads, pathways or any other road with or without drainage system",1,2024-11-02,300000.0,30,1000000.0,DEMO / SIMULATED DATA
"WS/MP18278/2024-2025/134629-Construction of roads, link roads, pathways or any other road with or without drainage system",2,2024-12-17,300000.0,60,1000000.0,DEMO / SIMULATED DATA
"WS/MP18278/2024-2025/134629-Construction of roads, link roads, pathways or any other road with or without drainage system",3,2025-01-31,400000.0,100,1000000.0,DEMO / SIMULATED DATA
WS/MP18278/2024-2025/134630-Construction of boundary walls of existing public and community buildings,1,2024-11-04,300000.0,30,1000000.0,DEMO / SIMULATED DATA
WS/MP18278/2024-2025/134630-Construction of boundary walls of existing public and community buildings,2,2024-12-19,400000.0,100,1000000.0,DEMO / SIMULATED DATA
"WS/MP18278/2024-2025/134631-Construction of cycle tracks, cycle stand and segregated non-motorized vehicle (NMV) lanes",1,2024-10-19,150000.0,30,500000.0,DEMO / SIMULATED DATA
"WS/MP18278/2024-2025/134631-Construction of cycle tracks, cycle stand and segregated non-motorized vehicle (NMV) lanes",2,2024-12-03,200000.0,100,500000.0,DEMO / SIMULATED DATA
"WS/MP18278/2024-2025/134632-Construction of roads, link roads, pathways or any other road with or without drainage system",1,2024-10-19,300000.0,30,1000000.0,DEMO / SIMULATED DATA
"WS/MP18278/2024-2025/134632-Construction of roads, link roads, pathways or any other road with or without drainage system",2,2024-12-03,400000.0,100,1000000.0,DEMO / SIMULATED DATA
"WS/MP18278/2024-2025/134633-Construction of roads, link roads, pathways or any other road with or without drainage system",1,2024-10-19,300000.0,30,1000000.0,DEMO / SIMULATED DATA
"WS/MP18278/2024-2025/134633-Construction of roads, link roads, pathways or any other road with or without drainage system",2,2024-12-03,300000.0,60,1000000.0,DEMO / SIMULATED DATA
"WS/MP18278/2024-2025/134633-Construction of roads, link roads, pathways or any other road with or without drainage system",3,2025-01-17,400000.0,100,1000000.0,DEMO / SIMULATED DATA
WS/MP18278/2024-2025/134638-Construction of common work sheds/ common covered sitting area,1,2024-10-07,90000.0,30,300000.0,DEMO / SIMULATED DATA
WS/MP18278/2024-2025/134638-Construction of common work sheds/ common covered sitting area,2,2024-11-21,90000.0,60,300000.0,DEMO / SIMULATED DATA
WS/MP18278/2024-2025/134638-Construction of common work sheds/ common covered sitting area,3,2025-01-05,120000.0,100,300000.0,DEMO / SIMULATED DATA
"WS/MP18278/2024-2025/134644-Construction of roads, link roads, pathways or any other road with or without drainage system",1,2024-10-07,300000.0,30,1000000.0,DEMO / SIMULATED DATA
"WS/MP18278/2024-2025/134644-Construction of roads, link roads, pathways or any other road with or without drainage system",2,2024-11-21,400000.0,100,1000000.0,DEMO / SIMULATED DATA
"WS/MP18278/2024-2025/134646-Construction of roads, link roads, pathways or any other road with or without drainage system",1,2024-10-07,299865.0,30,999550.0,DEMO / SIMULATED DATA
"WS/MP18278/2024-2025/134646-Construction of roads, link roads, pathways or any other road with or without drainage system",2,2024-11-21,399820.0,100,999550.0,DEMO / SIMULATED DATA
WS/MP18278/2024-2025/134649-Construction of culverts and bridges,1,2024-10-18,299661.3,30,998871.0,DEMO / SIMULATED DATA
WS/MP18278/2024-2025/134649-Construction of culverts and bridges,2,2024-12-02,399548.4,100,998871.0,DEMO / SIMULATED DATA
"WS/MP18278/2024-2025/134655-Construction of roads, link roads, pathways or any other road with or without drainage system",1,2024-11-04,210000.0,30,700000.0,DEMO / SIMULATED DATA
"WS/MP18278/2024-2025/134655-Construction of roads, link roads, pathways or any other road with or without drainage system",2,2024-12-19,210000.0,60,700000.0,DEMO / SIMULATED DATA
"WS/MP18278/2024-2025/134655-Construction of roads, link roads, pathways or any other road with or without drainage system",3,2025-02-02,280000.0,100,700000.0,DEMO / SIMULATED DATA
"WS/MP18278/2024-2025/134658-Construction of roads, link roads, pathways or any other road with or without drainage system",1,2024-11-08,299923.2,30,999744.0,DEMO / SIMULATED DATA
"WS/MP18278/2024-2025/134658-Construction of roads, link roads, pathways or any other road with or without drainage system",2,2024-12-23,299923.2,60,999744.0,DEMO / SIMULATED DATA
"WS/MP18278/2024-2025/134658-Construction of roads, link roads, pathways or any other road with or without drainage system",3,2025-02-06,399897.6,100,999744.0,DEMO / SIMULATED DATA
"WS/MP18278/2024-2025/134660-Construction of roads, link roads, pathways or any other road with or without drainage system",1,2024-11-02,299956.8,30,999856.0,DEMO / SIMULATED DATA
"WS/MP18278/2024-2025/134660-Construction of roads, link roads, pathways or any other road with or without drainage system",2,2024-12-17,299956.8,60,999856.0,DEMO / SIMULATED DATA
"WS/MP18278/2024-2025/134660-Construction of roads, link roads, pathways or any other road with or without drainage system",3,2025-01-31,399942.4,100,999856.0,DEMO / SIMULATED DATA
WS/MP18278/2024-2025/134661-Construction of boundary walls of existing public and community buildings,1,2024-12-23,150000.0,30,500000.0,DEMO / SIMULATED DATA
WS/MP18278/2024-2025/134661-Construction of boundary walls of existing public and community buildings,2,2025-02-06,200000.0,100,500000.0,DEMO / SIMULATED DATA
"WS/MP18278/2024-2025/134665-Construction of roads, link roads, pathways or any other road with or without drainage system",1,2024-12-02,264358.8,30,881196.0,DEMO / SIMULATED DATA
"WS/MP18278/2024-2025/134665-Construction of roads, link roads, pathways or any other road with or without drainage system",2,2025-01-16,352478.4,100,881196.0,DEMO / SIMULATED DATA
"WS/MP18278/2024-2025/134666-Construction of roads, link roads, pathways or any other road with or without drainage system",1,2024-11-10,299931.6,30,999772.0,DEMO / SIMULATED DATA
"WS/MP18278/2024-2025/134666-Construction of roads, link roads, pathways or any other road with or without drainage system",2,2024-12-25,399908.8,100,999772.0,DEMO / SIMULATED DATA
"WS/MP18278/2024-2025/134667-Construction of roads, link roads, pathways or any other road with or without drainage system",1,2024-11-03,360000.0,30,1200000.0,DEMO / SIMULATED DATA
"WS/MP18278/2024-2025/134667-Construction of roads, link roads, pathways or any other road with or without drainage system",2,2024-12-18,360000.0,60,1200000.0,DEMO / SIMULATED DATA
"WS/MP18278/2024-2025/134667-Construction of roads, link roads, pathways or any other road with or without drainage system",3,2025-02-01,480000.0,100,1200000.0,DEMO / SIMULATED DATA
"WS/MP18278/2024-2025/134668-Construction of roads, link roads, pathways or any other road with or without drainage system",1,2024-09-30,450000.0,30,1500000.0,DEMO / SIMULATED DATA
"WS/MP18278/2024-2025/134668-Construction of roads, link roads, pathways or any other road with or without drainage system",2,2024-11-14,600000.0,100,1500000.0,DEMO / SIMULATED DATA
WS/MP18278/2024-2025/134670-Construction of boundary walls of existing public and community buildings,1,2024-11-01,179694.6,30,598982.0,DEMO / SIMULATED DATA
WS/MP18278/2024-2025/134670-Construction of boundary walls of existing public and community buildings,2,2024-12-16,179694.6,60,598982.0,DEMO / SIMULATED DATA
WS/MP18278/2024-2025/134670-Construction of boundary walls of existing public and community buildings,3,2025-01-30,239592.8,100,598982.0,DEMO / SIMULATED DATA
"WS/MP18278/2024-2025/134671-Construction of roads, link roads, pathways or any other road with or without drainage system",1,2024-08-26,150000.0,30,500000.0,DEMO / SIMULATED DATA
"WS/MP18278/2024-2025/134671-Construction of roads, link roads, pathways or any other road with or without drainage system",2,2024-08-31,300000.0,40,500000.0,DEMO / SIMULATED DATA
"WS/MP18278/2024-2025/134672-Construction of roads, link roads, pathways or any other road with or without drainage system",1,2024-09-30,297453.3,30,991511.0,DEMO / SIMULATED DATA
"WS/MP18278/2024-2025/134672-Construction of roads, link roads, pathways or any other road with or without drainage system",2,2024-11-14,297453.3,60,991511.0,DEMO / SIMULATED DATA
"WS/MP18278/2024-2025/134672-Construction of roads, link roads, pathways or any other road with or without drainage system",3,2024-12-29,396604.4,100,991511.0,DEMO / SIMULATED DATA
"WS/MP18278/2024-2025/134673-Construction of roads, link roads, pathways or any other road with or without drainage system",1,2024-10-13,149971.8,30,499906.0,DEMO / SIMULATED DATA
"WS/MP18278/2024-2025/134673-Construction of roads, link roads, pathways or any other road with or without drainage system",2,2024-11-27,199962.4,100,499906.0,DEMO / SIMULATED DATA
"WS/MP18278/2024-2025/134674-Construction of roads, link roads, pathways or any other road with or without drainage system",1,2024-10-12,299400.0,30,998000.0,DEMO / SIMULATED DATA
"WS/MP18278/2024-2025/134674-Construction of roads, link roads, pathways or any other road with or without drainage system",2,2024-11-26,399200.0,100,998000.0,DEMO / SIMULATED DATA
WS/MP508/2024-2025/134677-Street lights,1,2025-02-04,130500.0,30,435000.0,DEMO / SIMULATED DATA
WS/MP508/2024-2025/134677-Street lights,2,2025-03-21,174000.0,100,435000.0,DEMO / SIMULATED DATA
WS/MP508/2024-2025/134680-Street lights,1,2025-02-04,130500.0,30,435000.0,DEMO / SIMULATED DATA
WS/MP508/2024-2025/134680-Street lights,2,2025-03-21,174000.0,100,435000.0,DEMO / SIMULATED DATA
WS/MP508/2024-2025/134684-Street lights,1,2025-02-04,130500.0,30,435000.0,DEMO / SIMULATED DATA
WS/MP508/2024-2025/134684-Street lights,2,2025-03-21,130500.0,60,435000.0,DEMO / SIMULATED DATA
WS/MP508/2024-2025/134684-Street lights,3,2025-05-05,174000.0,100,435000.0,DEMO / SIMULATED DATA
WS/MP508/2024-2025/134687-Street lights,1,2025-03-29,130500.0,30,435000.0,DEMO / SIMULATED DATA
WS/MP508/2024-2025/134687-Street lights,2,2025-05-13,174000.0,100,435000.0,DEMO / SIMULATED DATA
WS/MP508/2024-2025/134688-Street lights,1,2025-03-29,130500.0,30,435000.0,DEMO / SIMULATED DATA
WS/MP508/2024-2025/134688-Street lights,2,2025-05-13,174000.0,100,435000.0,DEMO / SIMULATED DATA
WS/MP508/2024-2025/134689-Street lights,1,2025-03-29,130500.0,30,435000.0,DEMO / SIMULATED DATA
WS/MP508/2024-2025/134689-Street lights,2,2025-05-13,130500.0,60,435000.0,DEMO / SIMULATED DATA
WS/MP508/2024-2025/134689-Street lights,3,2025-06-27,174000.0,100,435000.0,DEMO / SIMULATED DATA
WS/MP552/2024-2025/134699-Construction of footpaths and pedestrian ways,1,2024-11-10,447426.0,30,1491420.0,DEMO / SIMULATED DATA
WS/MP552/2024-2025/134699-Construction of footpaths and pedestrian ways,2,2024-12-25,596568.0,100,1491420.0,DEMO / SIMULATED DATA
WS/MP552/2024-2025/134702-Construction of common work sheds/ common covered sitting area,1,2024-10-26,409051.2,30,1363504.0,DEMO / SIMULATED DATA
WS/MP552/2024-2025/134702-Construction of common work sheds/ common covered sitting area,2,2024-12-10,545401.6,100,1363504.0,DEMO / SIMULATED DATA
"WS/MP18006/2024-2025/134703-Construction of roads, link roads, pathways or any other road with or without drainage system",1,2024-10-07,150000.0,30,500000.0,DEMO / SIMULATED DATA
"WS/MP18006/2024-2025/134703-Construction of roads, link roads, pathways or any other road with or without drainage system",2,2024-11-21,200000.0,100,500000.0,DEMO / SIMULATED DATA
WS/MP508/2025-2026/134707-Street lights,1,2026-01-05,130500.0,30,435000.0,DEMO / SIMULATED DATA
WS/MP508/2025-2026/134707-Street lights,2,2026-02-19,174000.0,100,435000.0,DEMO / SIMULATED DATA
WS/MP508/2025-2026/134708-Street lights,1,2025-08-04,130486.8,30,434956.0,DEMO / SIMULATED DATA
WS/MP508/2025-2026/134708-Street lights,2,2025-09-18,130486.8,60,434956.0,DEMO / SIMULATED DATA
WS/MP508/2025-2026/134708-Street lights,3,2025-11-02,173982.4,100,434956.0,DEMO / SIMULATED DATA
WS/MP508/2025-2026/134709-Street lights,1,2025-08-04,130486.8,30,434956.0,DEMO / SIMULATED DATA
WS/MP508/2025-2026/134709-Street lights,2,2025-09-18,173982.4,100,434956.0,DEMO / SIMULATED DATA
WS/MP508/2025-2026/134710-Street lights,1,2025-08-16,130500.0,30,435000.0,DEMO / SIMULATED DATA
WS/MP508/2025-2026/134710-Street lights,2,2025-09-30,174000.0,100,435000.0,DEMO / SIMULATED DATA
WS/MP508/2025-2026/134711-Street lights,1,2025-08-16,130500.0,30,435000.0,DEMO / SIMULATED DATA
WS/MP508/2025-2026/134711-Street lights,2,2025-09-30,130500.0,60,435000.0,DEMO / SIMULATED DATA
WS/MP508/2025-2026/134711-Street lights,3,2025-11-14,174000.0,100,435000.0,DEMO / SIMULATED DATA
WS/MP18065/2025-2026/134736-Construction of buildings for multi-gym,1,2025-10-16,300000.0,30,1000000.0,DEMO / SIMULATED DATA
WS/MP18065/2025-2026/134736-Construction of buildings for multi-gym,2,2025-11-30,400000.0,100,1000000.0,DEMO / SIMULATED DATA
WS/MP18065/2024-2025/134737-Setting up public non-conventional energy plants,1,2024-12-02,240000.0,30,800000.0,DEMO / SIMULATED DATA
WS/MP18065/2024-2025/134737-Setting up public non-conventional energy plants,2,2025-01-16,320000.0,100,800000.0,DEMO / SIMULATED DATA
WS/MP18065/2024-2025/134739-Construction of community centers and community halls,1,2024-12-14,150000.0,30,500000.0,DEMO / SIMULATED DATA
WS/MP18065/2024-2025/134739-Construction of community centers and community halls,2,2024-12-19,300000.0,40,500000.0,DEMO / SIMULATED DATA
WS/MP18065/2025-2026/134740-Construction of community centers and community halls,1,2025-09-18,330000.0,30,1100000.0,DEMO / SIMULATED DATA
WS/MP18065/2025-2026/134740-Construction of community centers and community halls,2,2025-11-02,440000.0,100,1100000.0,DEMO / SIMULATED DATA
WS/MP18065/2024-2025/134741-Construction of boundary walls of existing public and community buildings,1,2024-12-20,150000.0,30,500000.0,DEMO / SIMULATED DATA
WS/MP18065/2024-2025/134741-Construction of boundary walls of existing public and community buildings,2,2025-02-03,200000.0,100,500000.0,DEMO / SIMULATED DATA
